"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","HUR","MEN","PC_LF","A","1956",2.3,
"JPN","HUR","MEN","PC_LF","A","1957",1.858333,
"JPN","HUR","MEN","PC_LF","A","1958",2.141667,
"JPN","HUR","MEN","PC_LF","A","1959",2.325,
"JPN","HUR","MEN","PC_LF","A","1960",1.566667,
"JPN","HUR","MEN","PC_LF","A","1961",1.35,
"JPN","HUR","MEN","PC_LF","A","1962",1.183333,
"JPN","HUR","MEN","PC_LF","A","1963",1.2,
"JPN","HUR","MEN","PC_LF","A","1964",1.1,
"JPN","HUR","MEN","PC_LF","A","1965",1.158333,
"JPN","HUR","MEN","PC_LF","A","1966",1.216667,
"JPN","HUR","MEN","PC_LF","A","1967",1.175,
"JPN","HUR","MEN","PC_LF","A","1968",1.208333,
"JPN","HUR","MEN","PC_LF","A","1969",1.175,
"JPN","HUR","MEN","PC_LF","A","1970",1.208333,
"JPN","HUR","MEN","PC_LF","A","1971",1.291667,
"JPN","HUR","MEN","PC_LF","A","1972",1.5,
"JPN","HUR","MEN","PC_LF","A","1973",1.316667,
"JPN","HUR","MEN","PC_LF","A","1974",1.425,
"JPN","HUR","MEN","PC_LF","A","1975",1.991667,
"JPN","HUR","MEN","PC_LF","A","1976",2.208333,
"JPN","HUR","MEN","PC_LF","A","1977",2.15,
"JPN","HUR","MEN","PC_LF","A","1978",2.366667,
"JPN","HUR","MEN","PC_LF","A","1979",2.141667,
"JPN","HUR","MEN","PC_LF","A","1980",2.041667,
"JPN","HUR","MEN","PC_LF","A","1981",2.266667,
"JPN","HUR","MEN","PC_LF","A","1982",2.391667,
"JPN","HUR","MEN","PC_LF","A","1983",2.658333,
"JPN","HUR","MEN","PC_LF","A","1984",2.675,
"JPN","HUR","MEN","PC_LF","A","1985",2.608333,
"JPN","HUR","MEN","PC_LF","A","1986",2.741667,
"JPN","HUR","MEN","PC_LF","A","1987",2.841667,
"JPN","HUR","MEN","PC_LF","A","1988",2.458333,
"JPN","HUR","MEN","PC_LF","A","1989",2.225,
"JPN","HUR","MEN","PC_LF","A","1990",2.041667,
"JPN","HUR","MEN","PC_LF","A","1991",2.016667,
"JPN","HUR","MEN","PC_LF","A","1992",2.083333,
"JPN","HUR","MEN","PC_LF","A","1993",2.416667,
"JPN","HUR","MEN","PC_LF","A","1994",2.841667,
"JPN","HUR","MEN","PC_LF","A","1995",3.108333,
"JPN","HUR","MEN","PC_LF","A","1996",3.358333,
"JPN","HUR","MEN","PC_LF","A","1997",3.341667,
"JPN","HUR","MEN","PC_LF","A","1998",4.183333,
"JPN","HUR","MEN","PC_LF","A","1999",4.808333,
"JPN","HUR","MEN","PC_LF","A","2000",4.883333,
"JPN","HUR","MEN","PC_LF","A","2001",5.233333,
"JPN","HUR","MEN","PC_LF","A","2002",5.541667,
"JPN","HUR","MEN","PC_LF","A","2003",5.466667,
"JPN","HUR","MEN","PC_LF","A","2004",4.916667,
"JPN","HUR","MEN","PC_LF","A","2005",4.566667,
"JPN","HUR","MEN","PC_LF","A","2006",4.325,
"JPN","HUR","MEN","PC_LF","A","2007",3.941667,
"JPN","HUR","MEN","PC_LF","A","2008",4.066667,
"JPN","HUR","MEN","PC_LF","A","2009",5.275,
"JPN","HUR","MEN","PC_LF","A","2010",5.4,
"JPN","HUR","MEN","PC_LF","A","2011",4.875,
"JPN","HUR","MEN","PC_LF","A","2012",4.558333,
"JPN","HUR","MEN","PC_LF","A","2013",4.316667,
"JPN","HUR","MEN","PC_LF","A","2014",3.75,
"JPN","HUR","MEN","PC_LF","A","2015",3.566667,
"JPN","HUR","MEN","PC_LF","A","2016",3.341667,
"JPN","HUR","MEN","PC_LF","A","2017",2.958333,
"JPN","HUR","MEN","PC_LF","A","2018",2.583333,
"JPN","HUR","MEN","PC_LF","A","2019",2.483333,
"JPN","HUR","MEN","PC_LF","A","2020",3,
"JPN","HUR","MEN","PC_LF","A","2021",3.05,
"JPN","HUR","MEN","PC_LF","A","2022",2.8,
"JPN","HUR","MEN","PC_LF","Q","1953-Q1",1.9,
"JPN","HUR","MEN","PC_LF","Q","1953-Q2",2.033333,
"JPN","HUR","MEN","PC_LF","Q","1953-Q3",1.766667,
"JPN","HUR","MEN","PC_LF","Q","1953-Q4",1.733333,
"JPN","HUR","MEN","PC_LF","Q","1954-Q1",1.866667,
"JPN","HUR","MEN","PC_LF","Q","1954-Q2",2.266667,
"JPN","HUR","MEN","PC_LF","Q","1954-Q3",2.666667,
"JPN","HUR","MEN","PC_LF","Q","1954-Q4",2.7,
"JPN","HUR","MEN","PC_LF","Q","1955-Q1",2.566667,
"JPN","HUR","MEN","PC_LF","Q","1955-Q2",2.633333,
"JPN","HUR","MEN","PC_LF","Q","1955-Q3",2.733333,
"JPN","HUR","MEN","PC_LF","Q","1955-Q4",2.7,
"JPN","HUR","MEN","PC_LF","Q","1956-Q1",2.666667,
"JPN","HUR","MEN","PC_LF","Q","1956-Q2",2.3,
"JPN","HUR","MEN","PC_LF","Q","1956-Q3",2.133333,
"JPN","HUR","MEN","PC_LF","Q","1956-Q4",2.2,
"JPN","HUR","MEN","PC_LF","Q","1957-Q1",2,
"JPN","HUR","MEN","PC_LF","Q","1957-Q2",1.733333,
"JPN","HUR","MEN","PC_LF","Q","1957-Q3",1.8,
"JPN","HUR","MEN","PC_LF","Q","1957-Q4",1.9,
"JPN","HUR","MEN","PC_LF","Q","1958-Q1",2.033333,
"JPN","HUR","MEN","PC_LF","Q","1958-Q2",2.2,
"JPN","HUR","MEN","PC_LF","Q","1958-Q3",2.333333,
"JPN","HUR","MEN","PC_LF","Q","1958-Q4",2.133333,
"JPN","HUR","MEN","PC_LF","Q","1959-Q1",2.5,
"JPN","HUR","MEN","PC_LF","Q","1959-Q2",2.433333,
"JPN","HUR","MEN","PC_LF","Q","1959-Q3",2.233333,
"JPN","HUR","MEN","PC_LF","Q","1959-Q4",2.066667,
"JPN","HUR","MEN","PC_LF","Q","1960-Q1",1.766667,
"JPN","HUR","MEN","PC_LF","Q","1960-Q2",1.633333,
"JPN","HUR","MEN","PC_LF","Q","1960-Q3",1.466667,
"JPN","HUR","MEN","PC_LF","Q","1960-Q4",1.433333,
"JPN","HUR","MEN","PC_LF","Q","1961-Q1",1.333333,
"JPN","HUR","MEN","PC_LF","Q","1961-Q2",1.433333,
"JPN","HUR","MEN","PC_LF","Q","1961-Q3",1.333333,
"JPN","HUR","MEN","PC_LF","Q","1961-Q4",1.2,
"JPN","HUR","MEN","PC_LF","Q","1962-Q1",1.166667,
"JPN","HUR","MEN","PC_LF","Q","1962-Q2",1.166667,
"JPN","HUR","MEN","PC_LF","Q","1962-Q3",1.133333,
"JPN","HUR","MEN","PC_LF","Q","1962-Q4",1.3,
"JPN","HUR","MEN","PC_LF","Q","1963-Q1",1.3,
"JPN","HUR","MEN","PC_LF","Q","1963-Q2",1.166667,
"JPN","HUR","MEN","PC_LF","Q","1963-Q3",1.166667,
"JPN","HUR","MEN","PC_LF","Q","1963-Q4",1.2,
"JPN","HUR","MEN","PC_LF","Q","1964-Q1",1.2,
"JPN","HUR","MEN","PC_LF","Q","1964-Q2",1.066667,
"JPN","HUR","MEN","PC_LF","Q","1964-Q3",1.1,
"JPN","HUR","MEN","PC_LF","Q","1964-Q4",1.033333,
"JPN","HUR","MEN","PC_LF","Q","1965-Q1",1.033333,
"JPN","HUR","MEN","PC_LF","Q","1965-Q2",1.133333,
"JPN","HUR","MEN","PC_LF","Q","1965-Q3",1.233333,
"JPN","HUR","MEN","PC_LF","Q","1965-Q4",1.233333,
"JPN","HUR","MEN","PC_LF","Q","1966-Q1",1.2,
"JPN","HUR","MEN","PC_LF","Q","1966-Q2",1.2,
"JPN","HUR","MEN","PC_LF","Q","1966-Q3",1.233333,
"JPN","HUR","MEN","PC_LF","Q","1966-Q4",1.2,
"JPN","HUR","MEN","PC_LF","Q","1967-Q1",1.233333,
"JPN","HUR","MEN","PC_LF","Q","1967-Q2",1.133333,
"JPN","HUR","MEN","PC_LF","Q","1967-Q3",1.033333,
"JPN","HUR","MEN","PC_LF","Q","1967-Q4",1.266667,
"JPN","HUR","MEN","PC_LF","Q","1968-Q1",1.266667,
"JPN","HUR","MEN","PC_LF","Q","1968-Q2",1.2,
"JPN","HUR","MEN","PC_LF","Q","1968-Q3",1.3,
"JPN","HUR","MEN","PC_LF","Q","1968-Q4",1.1,
"JPN","HUR","MEN","PC_LF","Q","1969-Q1",1.166667,
"JPN","HUR","MEN","PC_LF","Q","1969-Q2",1.3,
"JPN","HUR","MEN","PC_LF","Q","1969-Q3",1.2,
"JPN","HUR","MEN","PC_LF","Q","1969-Q4",1.033333,
"JPN","HUR","MEN","PC_LF","Q","1970-Q1",1.133333,
"JPN","HUR","MEN","PC_LF","Q","1970-Q2",1.133333,
"JPN","HUR","MEN","PC_LF","Q","1970-Q3",1.266667,
"JPN","HUR","MEN","PC_LF","Q","1970-Q4",1.333333,
"JPN","HUR","MEN","PC_LF","Q","1971-Q1",1.233333,
"JPN","HUR","MEN","PC_LF","Q","1971-Q2",1.3,
"JPN","HUR","MEN","PC_LF","Q","1971-Q3",1.266667,
"JPN","HUR","MEN","PC_LF","Q","1971-Q4",1.4,
"JPN","HUR","MEN","PC_LF","Q","1972-Q1",1.533333,
"JPN","HUR","MEN","PC_LF","Q","1972-Q2",1.4,
"JPN","HUR","MEN","PC_LF","Q","1972-Q3",1.566667,
"JPN","HUR","MEN","PC_LF","Q","1972-Q4",1.466667,
"JPN","HUR","MEN","PC_LF","Q","1973-Q1",1.333333,
"JPN","HUR","MEN","PC_LF","Q","1973-Q2",1.433333,
"JPN","HUR","MEN","PC_LF","Q","1973-Q3",1.3,
"JPN","HUR","MEN","PC_LF","Q","1973-Q4",1.2,
"JPN","HUR","MEN","PC_LF","Q","1974-Q1",1.366667,
"JPN","HUR","MEN","PC_LF","Q","1974-Q2",1.333333,
"JPN","HUR","MEN","PC_LF","Q","1974-Q3",1.4,
"JPN","HUR","MEN","PC_LF","Q","1974-Q4",1.6,
"JPN","HUR","MEN","PC_LF","Q","1975-Q1",1.766667,
"JPN","HUR","MEN","PC_LF","Q","1975-Q2",1.9,
"JPN","HUR","MEN","PC_LF","Q","1975-Q3",2,
"JPN","HUR","MEN","PC_LF","Q","1975-Q4",2.3,
"JPN","HUR","MEN","PC_LF","Q","1976-Q1",2.233333,
"JPN","HUR","MEN","PC_LF","Q","1976-Q2",2.266667,
"JPN","HUR","MEN","PC_LF","Q","1976-Q3",2.166667,
"JPN","HUR","MEN","PC_LF","Q","1976-Q4",2.1,
"JPN","HUR","MEN","PC_LF","Q","1977-Q1",2.133333,
"JPN","HUR","MEN","PC_LF","Q","1977-Q2",2.166667,
"JPN","HUR","MEN","PC_LF","Q","1977-Q3",2.166667,
"JPN","HUR","MEN","PC_LF","Q","1977-Q4",2.066667,
"JPN","HUR","MEN","PC_LF","Q","1978-Q1",2.3,
"JPN","HUR","MEN","PC_LF","Q","1978-Q2",2.366667,
"JPN","HUR","MEN","PC_LF","Q","1978-Q3",2.4,
"JPN","HUR","MEN","PC_LF","Q","1978-Q4",2.366667,
"JPN","HUR","MEN","PC_LF","Q","1979-Q1",2.166667,
"JPN","HUR","MEN","PC_LF","Q","1979-Q2",2.1,
"JPN","HUR","MEN","PC_LF","Q","1979-Q3",2.166667,
"JPN","HUR","MEN","PC_LF","Q","1979-Q4",2.1,
"JPN","HUR","MEN","PC_LF","Q","1980-Q1",1.966667,
"JPN","HUR","MEN","PC_LF","Q","1980-Q2",1.933333,
"JPN","HUR","MEN","PC_LF","Q","1980-Q3",2.066667,
"JPN","HUR","MEN","PC_LF","Q","1980-Q4",2.233333,
"JPN","HUR","MEN","PC_LF","Q","1981-Q1",2.266667,
"JPN","HUR","MEN","PC_LF","Q","1981-Q2",2.333333,
"JPN","HUR","MEN","PC_LF","Q","1981-Q3",2.233333,
"JPN","HUR","MEN","PC_LF","Q","1981-Q4",2.266667,
"JPN","HUR","MEN","PC_LF","Q","1982-Q1",2.3,
"JPN","HUR","MEN","PC_LF","Q","1982-Q2",2.366667,
"JPN","HUR","MEN","PC_LF","Q","1982-Q3",2.4,
"JPN","HUR","MEN","PC_LF","Q","1982-Q4",2.466667,
"JPN","HUR","MEN","PC_LF","Q","1983-Q1",2.7,
"JPN","HUR","MEN","PC_LF","Q","1983-Q2",2.666667,
"JPN","HUR","MEN","PC_LF","Q","1983-Q3",2.666667,
"JPN","HUR","MEN","PC_LF","Q","1983-Q4",2.633333,
"JPN","HUR","MEN","PC_LF","Q","1984-Q1",2.666667,
"JPN","HUR","MEN","PC_LF","Q","1984-Q2",2.7,
"JPN","HUR","MEN","PC_LF","Q","1984-Q3",2.733333,
"JPN","HUR","MEN","PC_LF","Q","1984-Q4",2.633333,
"JPN","HUR","MEN","PC_LF","Q","1985-Q1",2.6,
"JPN","HUR","MEN","PC_LF","Q","1985-Q2",2.5,
"JPN","HUR","MEN","PC_LF","Q","1985-Q3",2.533333,
"JPN","HUR","MEN","PC_LF","Q","1985-Q4",2.766667,
"JPN","HUR","MEN","PC_LF","Q","1986-Q1",2.666667,
"JPN","HUR","MEN","PC_LF","Q","1986-Q2",2.7,
"JPN","HUR","MEN","PC_LF","Q","1986-Q3",2.766667,
"JPN","HUR","MEN","PC_LF","Q","1986-Q4",2.833333,
"JPN","HUR","MEN","PC_LF","Q","1987-Q1",2.9,
"JPN","HUR","MEN","PC_LF","Q","1987-Q2",3,
"JPN","HUR","MEN","PC_LF","Q","1987-Q3",2.833333,
"JPN","HUR","MEN","PC_LF","Q","1987-Q4",2.7,
"JPN","HUR","MEN","PC_LF","Q","1988-Q1",2.666667,
"JPN","HUR","MEN","PC_LF","Q","1988-Q2",2.433333,
"JPN","HUR","MEN","PC_LF","Q","1988-Q3",2.466667,
"JPN","HUR","MEN","PC_LF","Q","1988-Q4",2.3,
"JPN","HUR","MEN","PC_LF","Q","1989-Q1",2.2,
"JPN","HUR","MEN","PC_LF","Q","1989-Q2",2.333333,
"JPN","HUR","MEN","PC_LF","Q","1989-Q3",2.2,
"JPN","HUR","MEN","PC_LF","Q","1989-Q4",2.133333,
"JPN","HUR","MEN","PC_LF","Q","1990-Q1",2.1,
"JPN","HUR","MEN","PC_LF","Q","1990-Q2",2,
"JPN","HUR","MEN","PC_LF","Q","1990-Q3",2,
"JPN","HUR","MEN","PC_LF","Q","1990-Q4",2.066667,
"JPN","HUR","MEN","PC_LF","Q","1991-Q1",2.133333,
"JPN","HUR","MEN","PC_LF","Q","1991-Q2",1.966667,
"JPN","HUR","MEN","PC_LF","Q","1991-Q3",2.033333,
"JPN","HUR","MEN","PC_LF","Q","1991-Q4",1.933333,
"JPN","HUR","MEN","PC_LF","Q","1992-Q1",2,
"JPN","HUR","MEN","PC_LF","Q","1992-Q2",2.066667,
"JPN","HUR","MEN","PC_LF","Q","1992-Q3",2.1,
"JPN","HUR","MEN","PC_LF","Q","1992-Q4",2.2,
"JPN","HUR","MEN","PC_LF","Q","1993-Q1",2.166667,
"JPN","HUR","MEN","PC_LF","Q","1993-Q2",2.333333,
"JPN","HUR","MEN","PC_LF","Q","1993-Q3",2.466667,
"JPN","HUR","MEN","PC_LF","Q","1993-Q4",2.666667,
"JPN","HUR","MEN","PC_LF","Q","1994-Q1",2.7,
"JPN","HUR","MEN","PC_LF","Q","1994-Q2",2.8,
"JPN","HUR","MEN","PC_LF","Q","1994-Q3",2.933333,
"JPN","HUR","MEN","PC_LF","Q","1994-Q4",2.866667,
"JPN","HUR","MEN","PC_LF","Q","1995-Q1",2.933333,
"JPN","HUR","MEN","PC_LF","Q","1995-Q2",3,
"JPN","HUR","MEN","PC_LF","Q","1995-Q3",3.1,
"JPN","HUR","MEN","PC_LF","Q","1995-Q4",3.333333,
"JPN","HUR","MEN","PC_LF","Q","1996-Q1",3.333333,
"JPN","HUR","MEN","PC_LF","Q","1996-Q2",3.433333,
"JPN","HUR","MEN","PC_LF","Q","1996-Q3",3.3,
"JPN","HUR","MEN","PC_LF","Q","1996-Q4",3.333333,
"JPN","HUR","MEN","PC_LF","Q","1997-Q1",3.266667,
"JPN","HUR","MEN","PC_LF","Q","1997-Q2",3.233333,
"JPN","HUR","MEN","PC_LF","Q","1997-Q3",3.433333,
"JPN","HUR","MEN","PC_LF","Q","1997-Q4",3.5,
"JPN","HUR","MEN","PC_LF","Q","1998-Q1",3.766667,
"JPN","HUR","MEN","PC_LF","Q","1998-Q2",4.133333,
"JPN","HUR","MEN","PC_LF","Q","1998-Q3",4.333333,
"JPN","HUR","MEN","PC_LF","Q","1998-Q4",4.433333,
"JPN","HUR","MEN","PC_LF","Q","1999-Q1",4.7,
"JPN","HUR","MEN","PC_LF","Q","1999-Q2",4.966667,
"JPN","HUR","MEN","PC_LF","Q","1999-Q3",4.8,
"JPN","HUR","MEN","PC_LF","Q","1999-Q4",4.733333,
"JPN","HUR","MEN","PC_LF","Q","2000-Q1",5.033333,
"JPN","HUR","MEN","PC_LF","Q","2000-Q2",4.8,
"JPN","HUR","MEN","PC_LF","Q","2000-Q3",4.833333,
"JPN","HUR","MEN","PC_LF","Q","2000-Q4",4.9,
"JPN","HUR","MEN","PC_LF","Q","2001-Q1",4.866667,
"JPN","HUR","MEN","PC_LF","Q","2001-Q2",5.1,
"JPN","HUR","MEN","PC_LF","Q","2001-Q3",5.266667,
"JPN","HUR","MEN","PC_LF","Q","2001-Q4",5.633333,
"JPN","HUR","MEN","PC_LF","Q","2002-Q1",5.4,
"JPN","HUR","MEN","PC_LF","Q","2002-Q2",5.566667,
"JPN","HUR","MEN","PC_LF","Q","2002-Q3",5.666667,
"JPN","HUR","MEN","PC_LF","Q","2002-Q4",5.6,
"JPN","HUR","MEN","PC_LF","Q","2003-Q1",5.533333,
"JPN","HUR","MEN","PC_LF","Q","2003-Q2",5.7,
"JPN","HUR","MEN","PC_LF","Q","2003-Q3",5.4,
"JPN","HUR","MEN","PC_LF","Q","2003-Q4",5.233333,
"JPN","HUR","MEN","PC_LF","Q","2004-Q1",5.1,
"JPN","HUR","MEN","PC_LF","Q","2004-Q2",4.9,
"JPN","HUR","MEN","PC_LF","Q","2004-Q3",5,
"JPN","HUR","MEN","PC_LF","Q","2004-Q4",4.7,
"JPN","HUR","MEN","PC_LF","Q","2005-Q1",4.733333,
"JPN","HUR","MEN","PC_LF","Q","2005-Q2",4.6,
"JPN","HUR","MEN","PC_LF","Q","2005-Q3",4.4,
"JPN","HUR","MEN","PC_LF","Q","2005-Q4",4.533333,
"JPN","HUR","MEN","PC_LF","Q","2006-Q1",4.5,
"JPN","HUR","MEN","PC_LF","Q","2006-Q2",4.266667,
"JPN","HUR","MEN","PC_LF","Q","2006-Q3",4.266667,
"JPN","HUR","MEN","PC_LF","Q","2006-Q4",4.233333,
"JPN","HUR","MEN","PC_LF","Q","2007-Q1",4.1,
"JPN","HUR","MEN","PC_LF","Q","2007-Q2",3.9,
"JPN","HUR","MEN","PC_LF","Q","2007-Q3",3.833333,
"JPN","HUR","MEN","PC_LF","Q","2007-Q4",3.9,
"JPN","HUR","MEN","PC_LF","Q","2008-Q1",4,
"JPN","HUR","MEN","PC_LF","Q","2008-Q2",4.033333,
"JPN","HUR","MEN","PC_LF","Q","2008-Q3",4.1,
"JPN","HUR","MEN","PC_LF","Q","2008-Q4",4.2,
"JPN","HUR","MEN","PC_LF","Q","2009-Q1",4.633333,
"JPN","HUR","MEN","PC_LF","Q","2009-Q2",5.366667,
"JPN","HUR","MEN","PC_LF","Q","2009-Q3",5.733333,
"JPN","HUR","MEN","PC_LF","Q","2009-Q4",5.4,
"JPN","HUR","MEN","PC_LF","Q","2010-Q1",5.4,
"JPN","HUR","MEN","PC_LF","Q","2010-Q2",5.466667,
"JPN","HUR","MEN","PC_LF","Q","2010-Q3",5.466667,
"JPN","HUR","MEN","PC_LF","Q","2010-Q4",5.333333,
"JPN","HUR","MEN","PC_LF","Q","2011-Q1",5.033333,
"JPN","HUR","MEN","PC_LF","Q","2011-Q2",4.966667,
"JPN","HUR","MEN","PC_LF","Q","2011-Q3",4.733333,
"JPN","HUR","MEN","PC_LF","Q","2011-Q4",4.8,
"JPN","HUR","MEN","PC_LF","Q","2012-Q1",4.733333,
"JPN","HUR","MEN","PC_LF","Q","2012-Q2",4.666667,
"JPN","HUR","MEN","PC_LF","Q","2012-Q3",4.533333,
"JPN","HUR","MEN","PC_LF","Q","2012-Q4",4.366667,
"JPN","HUR","MEN","PC_LF","Q","2013-Q1",4.533333,
"JPN","HUR","MEN","PC_LF","Q","2013-Q2",4.3,
"JPN","HUR","MEN","PC_LF","Q","2013-Q3",4.266667,
"JPN","HUR","MEN","PC_LF","Q","2013-Q4",4.033333,
"JPN","HUR","MEN","PC_LF","Q","2014-Q1",3.766667,
"JPN","HUR","MEN","PC_LF","Q","2014-Q2",3.8,
"JPN","HUR","MEN","PC_LF","Q","2014-Q3",3.733333,
"JPN","HUR","MEN","PC_LF","Q","2014-Q4",3.666667,
"JPN","HUR","MEN","PC_LF","Q","2015-Q1",3.666667,
"JPN","HUR","MEN","PC_LF","Q","2015-Q2",3.533333,
"JPN","HUR","MEN","PC_LF","Q","2015-Q3",3.533333,
"JPN","HUR","MEN","PC_LF","Q","2015-Q4",3.433333,
"JPN","HUR","MEN","PC_LF","Q","2016-Q1",3.5,
"JPN","HUR","MEN","PC_LF","Q","2016-Q2",3.333333,
"JPN","HUR","MEN","PC_LF","Q","2016-Q3",3.3,
"JPN","HUR","MEN","PC_LF","Q","2016-Q4",3.233333,
"JPN","HUR","MEN","PC_LF","Q","2017-Q1",3.066667,
"JPN","HUR","MEN","PC_LF","Q","2017-Q2",3,
"JPN","HUR","MEN","PC_LF","Q","2017-Q3",2.933333,
"JPN","HUR","MEN","PC_LF","Q","2017-Q4",2.833333,
"JPN","HUR","MEN","PC_LF","Q","2018-Q1",2.633333,
"JPN","HUR","MEN","PC_LF","Q","2018-Q2",2.566667,
"JPN","HUR","MEN","PC_LF","Q","2018-Q3",2.566667,
"JPN","HUR","MEN","PC_LF","Q","2018-Q4",2.633333,
"JPN","HUR","MEN","PC_LF","Q","2019-Q1",2.6,
"JPN","HUR","MEN","PC_LF","Q","2019-Q2",2.466667,
"JPN","HUR","MEN","PC_LF","Q","2019-Q3",2.466667,
"JPN","HUR","MEN","PC_LF","Q","2019-Q4",2.433333,
"JPN","HUR","MEN","PC_LF","Q","2020-Q1",2.6,
"JPN","HUR","MEN","PC_LF","Q","2020-Q2",2.966667,
"JPN","HUR","MEN","PC_LF","Q","2020-Q3",3.1,
"JPN","HUR","MEN","PC_LF","Q","2020-Q4",3.3,
"JPN","HUR","MEN","PC_LF","Q","2021-Q1",3.066667,
"JPN","HUR","MEN","PC_LF","Q","2021-Q2",3.166667,
"JPN","HUR","MEN","PC_LF","Q","2021-Q3",3.033333,
"JPN","HUR","MEN","PC_LF","Q","2021-Q4",2.9,
"JPN","HUR","MEN","PC_LF","Q","2022-Q1",2.9,
"JPN","HUR","MEN","PC_LF","Q","2022-Q2",2.766667,
"JPN","HUR","MEN","PC_LF","Q","2022-Q3",2.766667,
"JPN","HUR","MEN","PC_LF","Q","2022-Q4",2.766667,
"JPN","HUR","MEN","PC_LF","Q","2023-Q1",2.833333,
"JPN","HUR","MEN","PC_LF","Q","2023-Q2",2.733333,
"JPN","HUR","MEN","PC_LF","Q","2023-Q3",2.8,
"TUR","HUR","MEN","PC_LF","A","2005",9.15,
"TUR","HUR","MEN","PC_LF","A","2006",8.616667,"B"
"TUR","HUR","MEN","PC_LF","A","2007",8.725,
"TUR","HUR","MEN","PC_LF","A","2008",9.6,
"TUR","HUR","MEN","PC_LF","A","2009",12.54167,
"TUR","HUR","MEN","PC_LF","A","2010",10.39167,
"TUR","HUR","MEN","PC_LF","A","2011",8.308333,
"TUR","HUR","MEN","PC_LF","A","2012",7.616667,
"TUR","HUR","MEN","PC_LF","A","2013",7.95,"B"
"TUR","HUR","MEN","PC_LF","A","2014",9.016666,
"TUR","HUR","MEN","PC_LF","A","2015",9.275,
"TUR","HUR","MEN","PC_LF","A","2016",9.65,
"TUR","HUR","MEN","PC_LF","A","2017",9.516666,
"TUR","HUR","MEN","PC_LF","A","2018",9.558333,
"TUR","HUR","MEN","PC_LF","A","2019",12.44167,
"TUR","HUR","MEN","PC_LF","A","2020",12.38333,
"TUR","HUR","MEN","PC_LF","A","2021",10.74167,
"TUR","HUR","MEN","PC_LF","A","2022",8.958333,
"CZE","HUR","MEN","PC_LF","Q","1993-Q1",3.6,
"CZE","HUR","MEN","PC_LF","Q","1993-Q2",3.433333,
"CZE","HUR","MEN","PC_LF","Q","1993-Q3",3.3,
"CZE","HUR","MEN","PC_LF","Q","1993-Q4",3.266667,
"CZE","HUR","MEN","PC_LF","Q","1994-Q1",3.266667,
"CZE","HUR","MEN","PC_LF","Q","1994-Q2",3.566667,
"CZE","HUR","MEN","PC_LF","Q","1994-Q3",3.733333,
"CZE","HUR","MEN","PC_LF","Q","1994-Q4",3.733333,
"CZE","HUR","MEN","PC_LF","Q","1995-Q1",3.6,
"CZE","HUR","MEN","PC_LF","Q","1995-Q2",3.533333,
"CZE","HUR","MEN","PC_LF","Q","1995-Q3",3.333333,
"CZE","HUR","MEN","PC_LF","Q","1995-Q4",3.166667,
"CZE","HUR","MEN","PC_LF","Q","1996-Q1",3.033333,
"CZE","HUR","MEN","PC_LF","Q","1996-Q2",3.3,
"CZE","HUR","MEN","PC_LF","Q","1996-Q3",3.433333,
"CZE","HUR","MEN","PC_LF","Q","1996-Q4",3.433333,
"CZE","HUR","MEN","PC_LF","Q","1997-Q1",3.5,
"CZE","HUR","MEN","PC_LF","Q","1997-Q2",3.766667,
"CZE","HUR","MEN","PC_LF","Q","1997-Q3",3.966667,
"CZE","HUR","MEN","PC_LF","Q","1997-Q4",4.266667,
"CZE","HUR","MEN","PC_LF","Q","1998-Q1",4.566667,
"CZE","HUR","MEN","PC_LF","Q","1998-Q2",4.666667,
"CZE","HUR","MEN","PC_LF","Q","1998-Q3",5.166667,
"CZE","HUR","MEN","PC_LF","Q","1998-Q4",5.766667,
"CZE","HUR","MEN","PC_LF","Q","1999-Q1",6.8,
"CZE","HUR","MEN","PC_LF","Q","1999-Q2",7.233333,
"CZE","HUR","MEN","PC_LF","Q","1999-Q3",7.333333,
"CZE","HUR","MEN","PC_LF","Q","1999-Q4",7.766667,
"CZE","HUR","MEN","PC_LF","Q","2000-Q1",7.866667,
"CZE","HUR","MEN","PC_LF","Q","2000-Q2",7.366667,
"CZE","HUR","MEN","PC_LF","Q","2000-Q3",7.066667,
"CZE","HUR","MEN","PC_LF","Q","2000-Q4",6.966667,
"CZE","HUR","MEN","PC_LF","Q","2001-Q1",6.766667,
"CZE","HUR","MEN","PC_LF","Q","2001-Q2",6.733333,
"CZE","HUR","MEN","PC_LF","Q","2001-Q3",6.833333,
"CZE","HUR","MEN","PC_LF","Q","2001-Q4",6.6,
"CZE","HUR","MEN","PC_LF","Q","2002-Q1",6.166667,
"CZE","HUR","MEN","PC_LF","Q","2002-Q2",5.9,
"CZE","HUR","MEN","PC_LF","Q","2002-Q3",5.833333,
"CZE","HUR","MEN","PC_LF","Q","2002-Q4",5.833333,
"CZE","HUR","MEN","PC_LF","Q","2003-Q1",5.7,
"CZE","HUR","MEN","PC_LF","Q","2003-Q2",6,
"CZE","HUR","MEN","PC_LF","Q","2003-Q3",6.266667,
"CZE","HUR","MEN","PC_LF","Q","2003-Q4",6.6,
"CZE","HUR","MEN","PC_LF","Q","2004-Q1",7,
"CZE","HUR","MEN","PC_LF","Q","2004-Q2",7.166667,
"CZE","HUR","MEN","PC_LF","Q","2004-Q3",7,
